ID_EMPRESA;COD_FUNCAO;DESCRICAO;COD_GRP_FUNCAO
1;00JV;TECNICO QUALIDADE V;00014
1;00JW;TECNICO QUALIDADE VI;00014
1;00K0;ENGENHEIRO SEGURANCA;00002
1;00K1;ASSISTENTE TECNICO II;00002
1;00K2;OPER. RIGGER II;00001
1;00K3;OPER. EQUIPAMENTO I;00010
1;00K4;OPER. EQUIPAMENTO III;00010
1;00K5;ENC. DE CONTABILIDADE II;00002
1;00K6;TEC. ENFERM. DO TRABALHO;00002
1;00K7;ASSISTENTE TECNICO V;00002
1;00K8;PROJETISTA IIa;00002
1;00K9;PROJETISTA IIb;00002
1;00KA;PROJETISTA IIc;00002
1;00KB;ELETRICISTA ESPEC. VII;00013
1;00KC;ANALISTA ADMINISTRATIVO IV;00002
1;00KD;ENGENHEIRO I;00002
1;00KE;ENCARREGADO VIIa;00009
1;00KF;ANALISTA DE CONTRATOS II;00002
1;00KG;ENGENHEIRO III;00002
1;00KH;ENGENHEIRO II;00002
1;00KI;ENGENHEIRO IV;00002
1;00KJ;ORCAMENTISTA II;00002
1;00KK;TECNICO SEG. DO TRABALHO Ia;00017
1;00KL;MOTORISTA VIII;00010
1;00KM;ANALISTA ADMINISTRATIVO A;00002
1;00KO;MOTORISTA GUINDASTEIRO IV;00010
1;00KP;ENGENHEIRO III;00002
1;00KQ;COORD. DE CONTRATOS III;00009
1;00KR;ENGENHEIRO V;00002
1;00KS;PROJETISTA IID;00002
1;00KT;ENGENHEIRO SEGURANÇA V;00002
1;00KU;ANALISTA COMUNICAÇÃO VI;00002
1;00KV;ENC. MANUTENCAO II;00009
1;00KW;TECNICO IVC;00002
1;00L0;MONTADOR DE ANDAIME VII;00008
1;00L1;OPER. EQUIPAMENTO II;00010
1;00L2;SOLDADOR MIG VII;00004
1;00L3;MECANICO QUALIFICADO III;00003
1;00L4;PINTOR VII;00007
1;00L5;MEIO OFICIAL MECANIC;00003
1;00L6;GERENTE ADMINISTRATIVO II;00002
1;00L7;ENGENHEIRO SEGURANÇA VII;00002
1;00L8;ASSISTENTE SOCIAL II;00002
1;00L9;TECNICO QUALIDADE VII;00014
1;00LA;TECNICO QUALIDADE VIII;00014
1;00LB;ANALISTA ADMINISTRATIVO V;00002
1;00LC;ENCARREGADO Vb;00009
1;00LD;GERENTE ADMINISTRATIVO I;00002
1;00LE;INSPETOR DE SOLDA III;00014
1;00LF;PROJETISTA IIe;00002
1;00LG;TECNICO SEG. DO TRAB;00017
1;00LH;OPER. GUINDASTE Va;00010
1;00LI;ENGENHEIRO SEGURANÇA VI;00002
1;00LJ;TECNICO QUALIDADE Va;00014
1;00LK;CO-PILOTO;00002
1;00LL;ENGENHEIRO VI;00002
1;00LM;PILOTO;00002
1;00LO;MONTADOR DE ANDAIME VIII;00008
1;00LP;ANALISTA DE RH VIII;00002
1;00LQ;GERENTE DE PRODUÇÃO II;00002
1;00LR;COMISSARIO(A) DE VÔO;00002
1;00LS;TECNICO QUALIDADE VIa;00014
1;00LT;TECNICO QUALIDADE VIIIa;00014
1;00LU;GERENTE DESENVOLVIMENTO;00002
1;00LV;ASSISTENTE SOCIAL III;00002
1;00LW;COMPRADOR VII;00002
1;00M0;SOLDADOR MIG VIII;00004
1;00M1;PILOTO;00002
1;00M2;SOLDADOR MIG VIIa;00004
1;00M3;TECNICO EM MEIO AMBI;00002
1;00M4;OPER. RIGGER;00001
1;00M5;INSPETOR DIMENSIONAL;00014
1;00M6;ELETRICISTA AUTOMOTIVO;00001
1;00M7;ASSESSOR COMERCIAL;00002
1;00M8;APRENDIZ EM ASSIST. ADMINIST.;00001
1;00M9;TECNICO EM MEIO AMBIENTE I;00002
1;00MA;ANALISTA ADMINISTRATIVO VI;00002
1;00MB;ANALISTA JURÍDICO;00002
1;00MC;INSPETOR DE QUALIDADE III;00014
1;00MD;MEIO OFICIAL III;00003
1;00ME;MONTADOR DE ANDAIME;00008
1;00MF;SERVENTE;00012
1;00MG;AUX.DE SERVICOS GERA;00001
1;00MH;INSPETOR DE QUALIDADE I;00014
1;00MI;INSPETOR DE QUALIDADE II;00014
1;00MJ;AUXILIAR DE ENFERMAGEM;00002
1;00MK;CALDEIREIRO VII A;00003
1;00ML;VIGIA V;00001
1;00MM;TECNICO ENFERM TRABALHO I;00002
1;00MO;ASSISTENTE SOCIAL IV;00002
1;00MP;ASSESSOR TECNICO;00002
1;00MQ;ENGENHEIRO DE MEIO A;00002
1;00MR;TECNICO IVb;00002
1;00MS;TECNICO IVc;00002
1;00MT;TECNICO DE MEIO AMBIENTE;00002
1;00MU;ANALISTA ADMINISTRATIVO VIII;00002
1;00MV;ANALISTA MARKETING III;00002
1;00MW;ANALISTA MARKETING IV;00002
1;00O0;ANALISTA MARKETING V;00002
1;00O1;ANALISTA MARKETING VI;00002
1;00O2;SUPERVISOR PLENO;00002
1;00O3;ASSESSOR JURIDICO V;00002
1;00O4;ANALISTA MARKETING V;00002
1;00O5;COMPRADOR VIII;00002
1;00O6;ANALISTA COMUNICAÇÃO VII;00002
1;00O7;PROJETISTA IIF;00002
1;00O8;TECNICO VII;00002
1;00O9;TECNICO VIII;00002
1;00OA;ANALISTA ADMINISTRATIVO Va;00002
1;00OB;ASSESSOR COMERCIAL III;00002
1;00OC;SUPERV. DE ANDAIME;00008
1;00OD;ENFERMEIRO I;00002
1;00OE;ELETRICISTA AUTOMOTIVO I;00013
1;00OG;PILOTO II;00002
1;00OH;PILOTO III;00002
1;00PC;ASSESSOR TECNICO IV;00002
1;00PD;CONTADOR VI;00002
1;00PE;ANALISTA COMPRAS;00002
1;00PF;DIRETOR OPERACIONAL;00002
1;00PG;MECANICO QUALIFICADO I;00003
1;00PH;COORDENADOR IX;00009
1;00PI;COORDENADOR VII;00009
1;00PJ;COORDENADOR VIII;00009
1;00PK;ASSESSOR COMPRAS II;00002
1;00PL;ASSESSOR NOVOS NEGÓCIOS;00002
1;00PM;ANALISTA DE CONTRATO IA;00002
1;00PO;ENGENHEIRO DE SEGURA;00002
1;00PP;ASSIST. TÉCNICO IN;00002
1;00PQ;ASSISTENTE DE RH I;00002
1;00PR;ASSISTENTE DE RH II;00002
1;00PS;ASSISTENTE DE RH III;00002
1;00PT;ASSISTENTE DE RH IV;00002
1;00PU;ASSISTENTE DE RH V;00002
1;00PV;ENGENHEIRO SEGURANÇA VIA;00002
1;00PW;ANALISTA DE SISTEMA IA;00002
1;00Q0;ANALISTA DE SISTEMA IB;00002
1;00Q1;ANALISTA DE SISTEMA IC;00002
1;00Q2;ANALISTA DE SISTEMA IIA;00002
1;00Q3;ANALISTA DE SISTEMA IIB;00002
1;00Q4;ANALISTA DE SISTEMA IIC;00002
1;00Q5;TEC. MEIO AMBIENTE;00002
1;00Q6;MOTORISTA OPER.EQUIPAMENTO;00010
1;00Q7;MOTORISTA OPER.EQUIPAMENTO I;00010
1;00Q8;MOTORISTA OPER.EQUIPAMENTO II;00010
1;00Q9;MOTORISTA OPER.EQUIPAMENTO III;00010
1;00QA;MOTORISTA OPER.EQUIPAMENTO IV;00010
1;00QB;MOTORISTA OPER.EQUIPAMENTO V;00010
1;00QC;MECANICO QUALIFICADO IV;00003
1;00QD;TECNICO DE ENFERMAGEM;00002
1;00QE;ENGENHEIRO IA;00002
1;00QF;ENGENHEIRO IB;00002
1;00QG;ENGENHEIRO IC;00002
1;00QH;ENGENHEIRO IIA;00002
1;00QI;ENGENHEIRO IIB;00002
1;00QJ;ENGENHEIRO IIC;00002
1;00QK;ENGENHEIRO IIIA;00002
1;00QL;ENGENHEIRO IIIB;00002
1;00QM;ENGENHEIRO IIIC;00002
1;00QO;ENGENHEIRO IVA;00002
1;00QP;ENGENHEIRO IVB;00002
1;00QQ;ENGENHEIRO IVC;00002
1;00QR;MEDICO DO TRABALHO I;00002
1;00QS;ANALISTA CONTABIL;00002
1;00QT;ANALISTA CONTABIL I;00002
1;00QU;ANALISTA CONTABIL II;00002
1;00QV;ANALISTA CONTABIL III;00002
1;00QW;ANALISTA DE SUPORTE IIC;00002
1;00R0;TECNICO DE INFORMATICA IIA;00002
1;00R1;TECNICO DE INFORMATICA IIIC;00002
1;00R2;INSPETOR DIMENSIONAL;00014
1;00R3;PEDREIRO VIIIA;00001
1;00R4;TECNICO DE INFORMATICA IVA;00002
1;00R5;APRENDIZ I;00001
1;00R6;SUPERVISOR IA;00002
1;00R7;SUPERVISOR IB;00002
1;00R8;SUPERVISOR IC;00002
1;00R9;SUPERVISOR IIA;00002
1;00RA;SUPERVISOR IIB;00002
1;00RB;SUPERVISOR IIC;00002
1;00RC;SUPERVISOR IIIA;00002
1;00RD;SUPERVISOR IIIB;00002
1;00RE;RECEPCIONISTA;00002
1;00RF;VIGIA IA;00001
1;00RG;VIGIA IB;00001
1;00RH;VIGIA IC;00001
1;00RI;ENGENHEIRO SEGURANÇA VIIIC;00002
1;00RJ;INSPETOR DIMENSIONAL;00014
1;00RK;TECNICO DE INFORMATICA IA;00002
1;00RL;AUXILIAR DE ENFERMAGEM I;00002
1;00RM;AUXILIAR SERVIÇOS GERAIS;00001
1;00RO;INSPETOR DE EQUIPAMENTOS;00014
1;00RP;INSPETOR DE SOLDA VIII;00014
1;00RQ;COMPRADOR ;00002
1;00RR;SUPERVISOR DE RH;00002
1;00RS;MECANICO QUALIFICADO IIA;00003
1;00RT;ENGENHEIRO SENIOR VII;00002
1;00RU;ASSESSOR JURIDICO VI;00002
1;00RV;OPER. GRUA;00001
1;00RW;TECNICO ENFERM TRABALHO II;00002
1;00S0;TECNICO ENFERM TRABALHO III;00002
1;00S1;COORDENADOR DE QUALIDADE;00009
1;00S2;ASSESSOR JURIDICO ;00002
1;00S3;GERENTE OPERACIONAL VII;00002
1;00S4;TECNICO DE INFORMÁTICA IC;00002
1;00S5;ASSIST. TÉCNICO IIIA;00002
1;00S6;ANALISTA CONTABIL V;00002
1;00S7;ANALISTA DE SUPORTE III;00002
1;00S8;COMPRADOR IIA;00002
1;00S9;PILOTO;00002
1;00SA;ASSESSOR COMPRAS;00002
1;00SB;INSPETOR LIQ. PENETRANTE III;00014
1;00SC;INSPETOR LIQ. PENETRANTE II;00014
1;00SD;INSPETOR LIQ. PENETRANTE I;00014
1;00SE;PROJETISTA II;00002
1;00SF;PILOTO II;00002
1;00SG;PILOTO III;00002
1;00SH;PILOTO VI;00002
1;00SI;ASSIST.ADMINIST.VIIA;00002
1;00SJ;COORD. DE CONTRATOS V;00002
1;00SK;ASSESSOR COMERCIAL IV;00002
1;00SL;COORD. DE CONTRATOS VIII;00002
1;00SM;ASSESSOR COMERCIAL V;00002
1;00SO;ASSESSOR TECNICO VIII;00002
1;00SP;DIRETOR OPERACIONAL III;00002
1;00SQ;DIRETOR DE DESENVOLVIMENTO III;00002
1;00SR;DIRETOR DE PRODUÇÃO III;00002
1;00SS;SUPERV. MANUTENCAO VIII;00002
1;00ST;ASSESSOR JURIDICO I;00002
1;00SU;ALMOXARIFE VIII;00001
1;00SV;ANALISTA DE CONTRATOS III;00002
1;00SW;AUXILIAR TECNICO V;00002
1;00T0;COORDENADOR TECNICO IV;00009
1;00T1;GERENTE DE PRODUÇÃO IV;00002
1;00T2;INSPETOR LIQ. PENETRANTE V;00014
1;00T3;MOTORISTA OPER.EQUIPAMENTO VI;00010
1;00T4;OPER. RIGGER III;00001
1;00T5;TECNICO MONTAGEM VII;00001
1;00T6;TECNICO VIIIA;00002
1;00T7;SUPERV. ADMINISTRATIVO I;00002
1;00T8;INSPETOR DE SOLDA VII;00014
1;00T9;MECANICO MONTADOR VII;00003
1;00TA;ORCAMENTISTA IV;00002
1;00TB;ORCAMENTISTA VI;00002
1;00TC;GERENTE OPERACIONAL IX;00002
1;00TD;ASSISTENTE ADMINISTRATIVO IA;00002
1;00TE;ASSISTENTE ADMINISTRATIVO IB;00002
1;00TF;ASSISTENTE ADMINISTRATIVO IC;00002
1;00TG;ASSISTENTE ADMINISTRATIVO IIA;00002
1;00TH;ASSISTENTE ADMINISTRATIVO IIB;00002
1;00TI;ASSISTENTE ADMINISTRATIVO IIC;00002
1;00TJ;ASSISTENTE ADMINISTRATIVO IIIA;00002
1;00TK;ASSISTENTE ADMINISTRATIVO IIIB;00002
1;00TL;ASSISTENTE ADMINISTRATIVO IIIC;00002
1;00TM;ASSISTENTE ADMINISTRATIVO IVA;00002
1;00TO;SUPERVISOR DE RH I;00002
1;00TP;ANALISTA DE SUPORTE IIB;00002
1;00TQ;COMPRADOR VA;00002
1;00TR;GERENTE II;00002
1;00TS;APRENDIZ EM MECANICO MANUT.INDUSTRIAL;00001
1;00TT;COMPRADOR VC;00002
1;00TU;ANALISTA DE SUPORTE IA;00002
1;00TV;ASSESSOR JURIDICO II;00002
1;00TW;ENFERMEIRO II A;00002
1;00U0;ASSESSOR TECNICO I;00002
1;00U1;ENGENHEIRO TRAINEE I;00002
1;00U2;ENGENHEIRO TRAINEE I;00002
1;00U3;ENGENHEIRO TRAINEE I;00002
1;00U4;ENGENHEIRO TRAINEE I;00002
1;00U5;ENGENHEIRO TRAINEE I;00002
1;00U6;ENGENHEIRO TRAINEE I;00002
1;00U7;ENGENHEIRO TRAINEE I;00002
1;00U8;ENGENHEIRO TRAINEE I;00002
1;00U9;ELETRICISTA ESPEC. VIII;00013
1;00UA;AUXILIAR TECNICO VI;00001
1;00UB;ALMOXARIFE VIIIA;00001
1;00UC;MOTORISTA VIIIA;00010
1;00UD;ORCAMENTISTA IVA;00002
1;00UE;TECNICO VIIIB;00001
1;00UF;GERENTE OPERACIONAL VIII;00001
1;00UG;TECNICO PLANEJAMENTO VIIA;00002
1;00UH;SUPERV. MONTAGEM VII;00009
1;00UI;TECNICO PLANEJAMENTO VIA;00002
1;00UJ;SUPERVISOR DE RH;00002
1;00UK;SUPERVISOR DE RH I;00002
1;00UL;SUPERVISOR DE RH II;00002
1;00UM;TOPOGRAFO;00001
1;00UO;PINTOR VIII;00007
1;00UP;MEDICO DO TRABALHO II;00002
1;00UQ;OPER. EQUIPAMENTO IV;00010
1;00UR;TECNICO V;00001
1;00US;ENFERMEIRO;00002
1;00UT;ENFERMEIRO TESTE;00002
1;00UU;GERENTE DE CONTRATOS III;00002
1;00UV;CO-PILOTO II;00002
1;00UW;PILOTO VII;00002
1;00V0;LIDER VIII;00009
1;00V1;COMISSARIA DE VÔO I;00002
1;00V2;TECNICO SEG. DO TRABALHO IVA;00017
1;00V3;TECNICO DE INFORMATICA IIB;00002
1;00V4;ELETRICISTA MONT V;00013
1;00V5;ELETRICISTA MONT VI;00013
1;00V6;ELETRICISTA MONT VII;00013
1;00V7;ENGENHEIRO SEGURANÇA;00002
1;00V8;DIRETOR DE DESENVOLVIMENTO IV;00002
1;00V9;DIRETOR OPERACIONAL IV;00002
1;00VA;DIRETOR DE PRODUÇÃO IV;00002
1;00VB;DIRETOR COMERCIAL IV;00002
1;00VC;ASSISTENTE ADMINISTRATIVO IVB;00002
1;00VD;DIRETOR ADMINISTRATIVO;00002
1;00VE;SUPERV. ADMINISTRATIVO IA;00002
1;00VF;ENGENHEIRO ;00002
1;00VG;ENGENHEIRO SEGURANÇA VIII;00002
1;00VH;COORDENADOR IIIA;00009
1;00VI;GERENTE DE CONTRATOS IIA;00002
1;00VJ;ENGENHEIRO II;00002
1;00VK;ENGENHEIRO III;00002
1;00VL;GERENTE DE CONTRATOS IV;00002
1;00VM;COORD. DE COMPRAS;00002
1;00VO;GERENTE JURIDICO;00002
1;00VP;ESTAGIARIO;00002
1;00VQ;ASSESSOR TECNICO III;00002
1;00VR;OPER. EQUIPAMENTO V;00010
1;00VS;OPER. EQUIPAMENTO VI;00010
1;00VT;SUPERVISOR;00009
1;00VU;ASSESSOR JURIDICO III;00002
1;00VV;ASSESSOR TECNICO VI;00002
1;00VW;TECNICO VIIA;00002
1;00W0;COORD. DE QUALIDADE III;00009
1;00W8;AJUDANTE GERAL ;00001
1;00W9;GERENTE DE CONTRATOS;00002
1;00WA;SERVENTE;00012
1;00WB;TECNICO MEIO AMBIENT;00002
1;00WC;INSPETOR;00014
1;00WD;OPER. RIGGER IV;00001
1;00WE;ENGENHEIRO DE SEGURANÇA;00002
1;00WF;SUPERVISOR II;00009
1;00WG;COORDENADOR IVA;00009
1;01ET;MEIO OFICIAL IA;00003
1;01EU;SERVENTE;00012
1;01EV;MOTORISTA;00010
1;01EW;MECANICO MONTADOR IA;00003
1;01F0;MONTADOR DE ANDAIME IA;00008
1;01F1;TECNICO ENFERMAGEM II;00002
1;01F2;TECNICO SEG. DO TRABALHO;00017
1;01F3;ASSISTENTE ADMINISTRATIVO IA;00002
1;01F4;MONTADOR DE ANDAIME III;00008
1;01F5;ENCANADOR  VI;00003
1;01F6;OPER. GRUA II;00001
1;01F7;MECANICO MONTADOR VII;00003
1;01F8;MOTORISTA OPER.EQUIPAMENTO V;00010
1;01F9;ENCANADOR III;00003
1;01FA;ENCANADOR V;00003
1;01FB;ENCANADOR VII;00003
1;01FC;MECANICO MONTADOR V;00003
1;01FD;TECNICO DE MEIO AMBIENTE;00002
1;01FE;MEIO OFICIAL III;00003
1;01FF;OPER. GRUA;00001
1;01FG;OPER. EQUIPAMENTO IV;00010
1;01FH;MEIO OFICIAL IV;00003
1;01FI;SERVENTE I;00012
1;01FJ;RIGGER II;00003
1;01FK;MOTORISTA OPER.EQUIPAMENTO;00010
1;01FL;CALDEIREIRO VII;00003
1;01FM;CALDEIREIRO III;00003
1;01FO;MEIO OFICIAL V;00003
1;01FP;MONTADOR DE ANDAIME V;00008
1;01FQ;TECNICO SEG. DO TRABALHO I;00017
1;01FR;MECANICO III;00003
1;01FS;PEDREIRO IA;00001
1;01FT;ENCARREGADO II;00009
1;01FU;TECNICO SEG. DO TRABALHO II;00017
1;01VG;ASSISTENTE ADMINISTR;00002
1;01VH;AUXILIAR DE PRODUCAO;00001
1;01VI;AUXILIAR DE PRODUCAO I;00001
1;01VJ;AUXILIAR DE PRODUCAO II;00001
1;01VK;AUXILIAR DE PRODUCAO III;00001
1;01VL;AUXILIAR DE PRODUCAO IV;00001
1;01VM;AUXILIAR DE PRODUCAO V;00001
1;01VO;ALMOXARIFE I;00001
1;01VP;ALMOXARIFE II;00001
1;01VQ;ALMOXARIFE III;00001
1;01VR;ALMOXARIFE IV;00001
1;01VS;ALMOXARIFE V;00001
1;01VT;ALMOXARIFE VI;00001
1;01VU;ANALISTA CREDITO COBRANCA;00002
1;01VV;ANALISTA CREDITO COBRANCA I;00002
1;01VW;ANALISTA CREDITO COBRANCA II;00002
1;01W0;ANALISTA CREDITO COBRANCA III;00002
1;01W1;ANALISTA CREDITO COBRANCA IV;00002
1;01W2;ANALISTA DE CUSTOS;00002
1;01W3;ANALISTA DE CUSTOS I;00002
1;01W4;ANALISTA DE CUSTOS II;00002
1;01W5;ANALISTA DE RH;00002
1;01W6;ANALISTA DE RH I;00002
1;01W7;ANALISTA DE RH II;00002
1;01W8;ANALISTA DE SISTEMAS;00002
1;01W9;ANALISTA DE SISTEMAS I;00002
1;01WA;ASSISTENTE ADMINISTRATIVO;00002
1;01WB;ASSISTENTE ADMINISTRATIVO I;00002
1;01WC;ASSISTENTE ADMINISTRATIVO II;00002
1;01WD;ASSISTENTE ADMINISTRATIVO III;00002
1;01WE;ASSISTENTE ADMINISTRATIVO IV;00002
1;01WF;ASSISTENTE ADMINISTRATIVO V;00002
1;01WG;ASSISTENTE ADMINISTRATIVO VI;00002
1;01WH;ASSISTENTE ADMINISTRATIVO VII;00002
1;01WI;ASSISTENTE ADMINISTRATIVO VIII;00002
1;01WJ;ASSISTENTE TECNICO I;00002
1;01WK;ASSISTENTE TECNICO III;00002
1;01WL;ASSISTENTE TECNICO IV;00002
1;01WM;ASSISTENTE TECNICO VI;00002
1;01WO;ASSISTENTE TECNICO SENIOR;00002
1;01WP;ATENDENTE;00002
1;01WQ;ATENDENTE I;00002
1;01WR;AUXILIAR DE APROPRIACAO;00002
1;01WS;AUXILIAR DE ESCRITORIO;00002
1;01WT;AUXILIAR DE ESCRITORIO I;00002
1;01WU;AUXILIAR TECNICO I;00002
1;01WV;AUXILIAR TECNICO II;00002
1;01WW;AUXILIAR TECNICO III;00002
1;0200;AUXILIAR TECNICO IV;00002
1;0201;BORRACHEIRO I;00001
1;0202;BORRACHEIRO II;00001
1;0203;BORRACHEIRO III;00001
1;0204;BORRACHEIRO IV;00001
1;0205;BORRACHEIRO V;00001
1;0206;BORRACHEIRO VI;00001
1;0207;CALANDRISTA II;00001
1;0208;CALDEIREIRO I;00003
1;0209;CALDEIREIRO II;00003
1;020A;CALDEIREIRO III;00003
1;020B;CALDEIREIRO IV;00003
1;020C;CALDEIREIRO V;00003
1;020D;CALDEIREIRO VI;00003
1;020E;CALDEIREIRO QUALIFICADO I;00003
1;020F;CALDEIREIRO QUALIFICADO II;00003
1;020G;CARPINTEIRO I;00001
1;020H;CARPINTEIRO II;00001
1;020I;CARPINTEIRO III;00001
1;020J;CARPINTEIRO IV;00001
1;020K;CARPINTEIRO V;00001
1;020L;CARPINTEIRO VI;00001
1;020M;CHEFE INTERM. CONTABIL;00002
1;020O;COMPRADOR I;00002
1;020P;COMPRADOR II;00002
1;020Q;COMPRADOR III;00002
1;020R;COMPRADOR IV;00002
1;020S;COMPRADOR V;00002
1;020T;COMPRADOR VI;00002
1;020U;CONSULTOR QUALIDADE;00002
1;020V;CONTROLADOR ARRECADACAO;00002
1;020W;COORD.SISTEMA INFORMACAO;00002
1;0210;COORD. ADMINISTRATIVO;00002
1;0211;COORD. DE CONTRATOS;00002
1;0212;COORD. DE ORCAMENTOS;00002
1;0213;COORDENADOR;00009
1;0214;COORDENADOR I;00009
1;0215;COORDENADOR II;00009
1;0216;DESENHISTA PROJETISTA I;00002
1;0217;DESENHISTA PROJETISTA II;00002
1;0218;DESENHISTA PROJETISTA III;00002
1;0219;DESENHISTA PROJETISTA IV;00002
1;021A;DESENHISTA PROJETISTA V;00002
1;021B;DESENHISTA PROJETISTA VI;00002
1;021C;DIRETOR ADJUNTO;00002
1;021D;ELETRICISTA ESPEC. III;00013
1;021E;ELETRICISTA ESPEC. IV;00013
1;021F;ELETRICISTA ESPEC. V;00013
1;021G;ELETRICISTA ESPEC. VI;00013
1;021H;ELETRICISTA I;00013
1;021I;ELETRICISTA II;00013
1;021J;ELETRICISTA III;00013
1;021K;ELETRICISTA IV;00013
1;021L;ELETRICISTA V;00013
1;021M;ELETRICISTA VI;00013
1;021O;ENCANADOR;00003
1;021P;ENCANADOR I;00003
1;021Q;ENCANADOR II;00003
1;021R;ENCANADOR III;00003
1;021S;ENCANADOR IV;00003
1;021T;ENCANADOR V;00003
1;021U;ENCANADOR VI;00003
1;021V;ENCANADOR DE CALDEIRA;00003
1;021W;ENCANADOR DE CALDEIRA II;00003
1;0220;ENCANADOR INDUSTRIAL I;00003
1;0221;ENCANADOR INDUSTRIAL II;00003
1;0222;ENCANADOR QUALIFICADO;00003
1;0223;ENCARREGADO;00009
1;0224;ENC. ADMINISTRATIVO;00002
1;0225;ENC.CALDEIRA I;00009
1;0226;ENC.CALDEIRA II;00009
1;0227;ENC.CALDEIRA III;00009
1;0228;ENC.CALDEIRA IV;00009
1;0229;ENC.CALDEIRA V;00009
1;022A;ENC.CALDEIRA VI;00009
1;022B;ENC.CALDEIRA VII;00009
1;022C;ENC. MANUTENCAO CIVIL I;00009
1;022D;ENC. MANUTENCAO CIVIL II;00009
1;022E;ENC. MANUTENCAO CIVIL III;00009
1;022F;ENC. MANUTENCAO CIVIL IV;00009
1;022G;ENC. MANUTENCAO CIVIL V;00009
1;022H;ENC. MANUTENCAO CIVIL VI;00009
1;022I;ENC. MANUTENCAO CIVIL VII;00009
1;022J;ENC.ELETRICA I;00009
1;022K;ENC.ELETRICA II;00009
1;022L;ENC.ELETRICA III;00009
1;022M;ENC.ELETRICA IV;00009
1;022O;ENC.ELETRICA V;00009
1;022P;ENC.ELETRICA VI;00009
1;022Q;ENC. ELETRICA INSTRUMENT. I;00009
1;022R;ENC. ELETRICA INSTRUMENT. II;00009
1;022S;ENC. ELETRICA INSTRUMENT. III;00009
1;022T;ENC. FERRAMENTARIA I;00009
1;022U;ENC. FERRAMENTARIA II;00009
1;022V;ENC. FERRAMENTARIA III;00009
1;022W;ENC. FERRAMENTARIA IV;00009
1;0230;ENC. FERRAMENTARIA V;00009
1;0231;ENC. FERRAMENTARIA VI;00009
1;0232;ENC. MANUTENCAO;00009
1;0233;ENC. MECANICA II;00009
1;0234;ENC. DE PESSOAL;00002
1;0235;ENC. DE PESSOAL I;00002
1;0236;ENC. DE PESSOAL II;00002
1;0237;ENC. DE TUBULACAO II;00009
1;0238;ENCARREGADO I;00009
1;0239;ENCARREGADO II;00009
1;023A;ENCARREGADO III;00009
1;023B;ENCARREGADO IV;00009
1;023C;ENCARREGADO V;00009
1;023D;ENCARREGADO VI;00009
1;023E;ENCARREGADO VII;00009
1;023F;ENC. INTERNOS CALDEIRA;00009
1;023G;ENC. INTERNOS CALDEIRA I;00009
1;023H;ENC. INTERNOS CALDEIRA II;00009
1;023I;ENC. SOLDA;00009
1;023J;ENC. SOLDA I;00009
1;023K;ENC. SOLDA II;00009
1;023L;ENC. SOLDA III;00009
1;023M;ENC. SOLDA IV;00009
1;023O;ENC. SOLDA V;00009
1;023P;ENC. SOLDA VI;00009
1;023Q;ENC. SOLDA VII;00009
1;023R;ENGENHEIRO;00002
1;023S;ENGENHEIRO ASSISTENTE I;00002
1;023T;ENGENHEIRO ASSISTENTE II;00002
1;023U;ENGENHEIRO ASSISTENTE III;00002
1;023V;ENGENHEIRO ASSISTENTE IV;00002
1;023W;ENGENHEIRO ASSISTENTE V;00002
1;0240;ENGENHEIRO ASSISTENTE VI;00002
1;0241;ENGENHEIRO ASSISTENTE VII;00002
1;0242;ENGENHEIRO SEGURANCA I;00002
1;0243;ENGENHEIRO SEGURANCA II;00002
1;0244;ENGENHEIRO SEGURANCA IV;00002
1;0245;ENGENHEIRO SENIOR;00002
1;0246;ENGENHEIRO SENIOR I;00002
1;0247;ENGENHEIRO SENIOR II;00002
1;0248;ENGENHEIRO SENIOR III;00002
1;0249;ENGENHEIRO SENIOR V;00002
1;024A;ENGENHEIRO TRAINEE I;00002
1;024B;ESTAGIARIO(A) I;00002
1;024C;ESTAGIARIO(A) II;00002
1;024D;ESTAGIARIO(A) III;00002
1;024E;ESTAGIARIO(A) III.A;00002
1;024F;ESTAGIARIO(A) IV;00002
1;024G;ESTAGIARIO(A) V;00002
1;024H;ESTAGIARIO(A) VI;00002
1;024I;ESTAGIARIO(A) VII;00002
1;024J;ESTAGIARIO(A) VIII;00002
1;024K;FERRAMENTEIRO I;00001
1;024L;FERRAMENTEIRO II;00001
1;024M;FERRAMENTEIRO III;00001
1;024O;FERRAMENTEIRO IV;00001
1;024P;FERRAMENTEIRO V;00001
1;024Q;FERRAMENTEIRO VI;00001
1;024R;FUNILEIRO I;00001
1;024S;FUNILEIRO II;00001
1;024T;FUNILEIRO III;00001
1;024U;FUNILEIRO IV;00001
1;024V;FUNILEIRO V;00001
1;024W;FUNILEIRO VI;00001
1;0250;GERENTE DE CONTRATOS;00002
1;0251;GERENTE DE CONTRATOS I;00002
1;0252;GERENTE DE CONTRATOS II;00002
1;0253;GERENTE DE FABRICA;00002
1;0254;GERENTE QUALIDADE;00002
1;0255;GERENTE TECNICO COMERCIAL;00002
1;0256;INSPETOR LIQ. PENETRANTE;00014
1;0257;INSPETOR DE SOLDA;00014
1;0258;INSPETOR DE SOLDA I;00014
1;0259;INSPETOR DE SOLDA II;00014
1;025A;INSPETOR DE SOLDA IV;00014
1;025B;INSPETOR DE SOLDA V;00014
1;025C;INSPETOR QUALIDADE;00014
